RecommendedRank,RecommendedModel,StockCode,Description,ForecastWeek,ProbabilityOfSale,QuantityIfSold,TwoStageExpected,TwoStageHardGate,XGBoostPoisson,NaiveLag1,MovingAverage4,WeeksSinceLastSale
625,XGBoostPoisson,23377,PACK OF 12 DOLLY GIRL TISSUES,2011-12-05/2011-12-11,0.9886148,45.338005,44.821823,45.338005,52.07872,22.0,66.75,0.0
626,XGBoostPoisson,21158,MOODY GIRL DOOR HANGER ,2011-12-05/2011-12-11,0.98496246,56.4317,55.583107,56.4317,52.061077,50.0,44.75,0.0
627,XGBoostPoisson,84950,ASSORTED COLOUR T-LIGHT HOLDER,2011-12-05/2011-12-11,0.9736842,72.41188,70.5063,72.41188,51.883736,78.0,61.5,0.0
628,XGBoostPoisson,22962,JAM JAR WITH PINK LID,2011-12-05/2011-12-11,0.9924051,55.717415,55.294247,55.717415,51.86897,31.0,52.25,0.0
629,XGBoostPoisson,22488,NATURAL SLATE RECTANGLE CHALKBOARD,2011-12-05/2011-12-11,0.9526412,58.094727,55.34343,58.094727,51.775436,3.0,78.5,0.0
630,XGBoostPoisson,22811,SET OF 6 T-LIGHTS CACTI ,2011-12-05/2011-12-11,0.9849624,47.96045,47.23924,47.96045,51.744648,103.0,71.75,0.0
631,XGBoostPoisson,22465,HANGING METAL STAR LANTERN,2011-12-05/2011-12-11,0.9938196,76.552956,76.07983,76.552956,51.74254,38.0,77.75,0.0
632,XGBoostPoisson,22227,HANGING HEART MIRROR DECORATION ,2011-12-05/2011-12-11,0.99240506,58.177025,57.735172,58.177025,51.64435,54.0,56.75,0.0
633,XGBoostPoisson,22437,SET OF 9 BLACK SKULL BALLOONS,2011-12-05/2011-12-11,0.99381953,80.07411,79.579216,80.07411,51.482464,45.0,52.0,0.0
634,XGBoostPoisson,22572,ROCKING HORSE GREEN CHRISTMAS ,2011-12-05/2011-12-11,0.93664384,42.87845,40.161835,42.87845,51.468525,6.0,99.5,0.0
635,XGBoostPoisson,22994,TRAVEL CARD WALLET RETROSPOT,2011-12-05/2011-12-11,0.99240506,74.97261,74.4032,74.97261,51.411114,97.0,66.25,0.0
636,XGBoostPoisson,23222,CHRISTMAS TREE HANGING GOLD,2011-12-05/2011-12-11,0.9736842,62.608147,60.960564,62.608147,51.318836,39.0,58.0,0.0
637,XGBoostPoisson,22436,12 COLOURED PARTY BALLOONS,2011-12-05/2011-12-11,0.96952385,68.94064,66.8396,68.94064,51.243217,101.0,71.0,0.0
638,XGBoostPoisson,20963,APPLE BATH SPONGE,2011-12-05/2011-12-11,0.99583334,56.57319,56.337467,56.57319,51.237865,116.0,60.0,0.0
639,XGBoostPoisson,72232,FENG SHUI PILLAR CANDLE,2011-12-05/2011-12-11,0.83053434,57.257927,47.554676,57.257927,51.23341,156.0,67.0,0.0
640,XGBoostPoisson,22899,CHILDREN'S APRON DOLLY GIRL ,2011-12-05/2011-12-11,0.9977578,76.30141,76.130325,76.30141,51.09492,40.0,75.75,0.0
641,XGBoostPoisson,23292,SPACEBOY CHILDRENS CUP,2011-12-05/2011-12-11,0.99381953,68.818855,68.393524,68.818855,51.059555,29.0,75.25,0.0
642,XGBoostPoisson,21162,TOXIC AREA  DOOR HANGER ,2011-12-05/2011-12-11,0.97053045,53.797802,52.212406,53.797802,51.03777,44.0,49.25,0.0
643,XGBoostPoisson,22564,ALPHABET STENCIL CRAFT,2011-12-05/2011-12-11,0.98496246,46.465263,45.76654,46.465263,50.959293,32.0,144.5,0.0
644,XGBoostPoisson,16235,RECYCLED PENCIL WITH RABBIT ERASER,2011-12-05/2011-12-11,0.992405,60.687855,60.22693,60.687855,50.79479,41.0,55.0,0.0
645,XGBoostPoisson,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,2011-12-05/2011-12-11,0.9875,56.487797,55.7817,56.487797,50.76993,150.0,92.0,0.0
646,XGBoostPoisson,20961,STRAWBERRY BATH SPONGE ,2011-12-05/2011-12-11,0.9861496,55.315567,54.549423,55.315567,50.569466,137.0,65.5,0.0
647,XGBoostPoisson,23223,CHRISTMAS TREE HANGING SILVER ,2011-12-05/2011-12-11,0.98496246,67.64312,66.62593,67.64312,50.47552,51.0,59.75,0.0
648,XGBoostPoisson,23228,FILIGREE HEART BIRD WHITE ,2011-12-05/2011-12-11,0.99381953,69.099266,68.6722,69.099266,50.37511,35.0,75.5,0.0
649,XGBoostPoisson,22731,3D CHRISTMAS STAMPS STICKERS ,2011-12-05/2011-12-11,0.98496246,65.35213,64.36939,65.35213,50.188065,27.0,53.5,0.0
650,XGBoostPoisson,23433,HANGING QUILTED PATCHWORK APPLES,2011-12-05/2011-12-11,0.9849624,56.543106,55.692833,56.543106,50.063152,53.0,54.25,0.0
651,XGBoostPoisson,22266,EASTER DECORATION HANGING BUNNY,2011-12-05/2011-12-11,0.7718191,40.67382,31.392832,40.67382,49.994484,14.0,35.0,0.0
652,XGBoostPoisson,23012,GLASS APOTHECARY BOTTLE PERFUME,2011-12-05/2011-12-11,0.99240506,70.681,70.14418,70.681,49.881374,56.0,56.75,0.0
653,XGBoostPoisson,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,2011-12-05/2011-12-11,0.9736842,46.81902,45.58694,46.81902,49.76844,22.0,51.0,0.0
654,XGBoostPoisson,23549,WRAP BIRD GARDEN ,2011-12-05/2011-12-11,0.9695238,58.19615,56.422554,58.19615,49.68609,25.0,50.0,0.0
655,XGBoostPoisson,48194,DOORMAT HEARTS,2011-12-05/2011-12-11,0.9886148,59.147137,58.473736,59.147137,49.65692,16.0,46.5,0.0
656,XGBoostPoisson,23080,RED METAL BOX TOP SECRET,2011-12-05/2011-12-11,0.9958333,63.04593,62.783234,63.04593,49.5831,114.0,65.5,0.0
657,XGBoostPoisson,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,2011-12-05/2011-12-11,0.9938196,65.47149,65.06685,65.47149,49.285137,37.0,58.5,0.0
658,XGBoostPoisson,22592,CARDHOLDER HOLLY WREATH METAL,2011-12-05/2011-12-11,0.9849624,52.754692,51.961388,52.754692,49.222256,55.0,57.75,0.0
659,XGBoostPoisson,23360,SET 8 CANDLES VINTAGE DOILY,2011-12-05/2011-12-11,0.9958334,60.355576,60.1041,60.355576,49.2122,55.0,45.25,0.0
660,XGBoostPoisson,22562,MONSTERS STENCIL CRAFT,2011-12-05/2011-12-11,0.99381953,66.95074,66.53695,66.95074,49.062725,70.0,61.0,0.0
661,XGBoostPoisson,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,2011-12-05/2011-12-11,0.99240506,55.04487,54.626804,55.04487,48.94857,78.0,46.5,0.0
662,XGBoostPoisson,23254,CHILDRENS CUTLERY DOLLY GIRL ,2011-12-05/2011-12-11,0.9958333,56.472942,56.237637,56.472942,48.76227,30.0,75.25,0.0
663,XGBoostPoisson,22274,FELTCRAFT DOLL EMILY,2011-12-05/2011-12-11,0.9958333,65.17311,64.90155,65.17311,48.759415,96.0,62.0,0.0
664,XGBoostPoisson,22587,FELTCRAFT HAIRBAND RED AND BLUE,2011-12-05/2011-12-11,0.98496246,59.415073,58.521618,59.415073,48.68046,46.0,58.25,0.0
665,XGBoostPoisson,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,2011-12-05/2011-12-11,0.9958333,65.804375,65.53019,65.804375,48.473244,38.0,43.25,0.0
666,XGBoostPoisson,22748,POPPY'S PLAYHOUSE KITCHEN,2011-12-05/2011-12-11,0.9958334,62.164055,61.90504,62.164055,48.458775,35.0,72.25,0.0
667,XGBoostPoisson,23224,CHERUB HEART DECORATION GOLD,2011-12-05/2011-12-11,0.9736842,47.612053,46.359104,47.612053,48.32052,52.0,47.75,0.0
668,XGBoostPoisson,22539,MINI JIGSAW DOLLY GIRL,2011-12-05/2011-12-11,0.9736842,56.17064,54.692463,56.17064,48.284943,56.0,84.25,0.0
669,XGBoostPoisson,21983,PACK OF 12 BLUE PAISLEY TISSUES ,2011-12-05/2011-12-11,0.9886148,61.43283,60.733406,61.43283,48.258553,29.0,35.5,0.0
670,XGBoostPoisson,20974,12 PENCILS SMALL TUBE SKULL,2011-12-05/2011-12-11,0.23157895,57.263382,13.260994,0.0,48.23663,0.0,150.25,1.0
671,XGBoostPoisson,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2011-12-05/2011-12-11,0.9958333,70.74499,70.45021,70.74499,47.966537,42.0,59.75,0.0
672,XGBoostPoisson,22422,TOOTHPASTE TUBE PEN,2011-12-05/2011-12-11,0.9938196,53.27878,52.949497,53.27878,47.92436,116.0,67.75,0.0
673,XGBoostPoisson,21107,CREAM SLICE FLANNEL PINK SPOT ,2011-12-05/2011-12-11,0.9736842,40.814648,39.740578,40.814648,47.921925,264.0,94.0,0.0
674,XGBoostPoisson,23238,SET OF 4 KNICK KNACK TINS LONDON ,2011-12-05/2011-12-11,0.9849624,59.805225,58.9059,59.805225,47.90204,23.0,59.75,0.0
675,XGBoostPoisson,85061W,WHITE JEWELLED HEART DECORATION,2011-12-05/2011-12-11,0.99381953,49.996517,49.687515,49.996517,47.557827,37.0,49.0,0.0
676,XGBoostPoisson,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,2011-12-05/2011-12-11,0.83053434,37.776264,31.374485,37.776264,47.406662,2.0,69.75,0.0
677,XGBoostPoisson,85066,CREAM SWEETHEART MINI CHEST,2011-12-05/2011-12-11,0.9938196,61.443386,61.06364,61.443386,47.36765,55.0,49.75,0.0
678,XGBoostPoisson,23236,STORAGE TIN VINTAGE DOILY ,2011-12-05/2011-12-11,0.98614967,48.32386,47.65456,48.32386,47.275955,17.0,64.75,0.0
679,XGBoostPoisson,23551,PACK OF 12 PAISLEY PARK TISSUES ,2011-12-05/2011-12-11,0.9695238,32.143173,31.16357,32.143173,47.20068,9.0,102.25,0.0
680,XGBoostPoisson,22908,PACK OF 20 NAPKINS RED APPLES,2011-12-05/2011-12-11,0.9938195,73.2789,72.826,73.2789,47.020473,37.0,36.25,0.0
681,XGBoostPoisson,22535,MAGIC DRAWING SLATE BUNNIES ,2011-12-05/2011-12-11,0.9938195,49.229908,48.92564,49.229908,46.966724,41.0,53.75,0.0
682,XGBoostPoisson,82578,KITCHEN METAL SIGN,2011-12-05/2011-12-11,0.98861486,40.37789,39.918182,40.37789,46.95308,278.0,85.75,0.0
683,XGBoostPoisson,85227,SET OF 6 3D KIT CARDS FOR KIDS,2011-12-05/2011-12-11,0.9938196,51.224415,50.907825,51.224415,46.923946,56.0,55.25,0.0
684,XGBoostPoisson,23233,WRAP POPPIES  DESIGN,2011-12-05/2011-12-11,0.7718191,50.478714,38.960438,50.478714,46.908524,0.0,56.25,1.0
685,XGBoostPoisson,22400,MAGNETS PACK OF 4 HOME SWEET HOME,2011-12-05/2011-12-11,0.9695237,45.064835,43.691425,45.064835,46.86373,53.0,59.0,0.0
686,XGBoostPoisson,23393,HOME SWEET HOME CUSHION COVER ,2011-12-05/2011-12-11,0.99381953,61.65972,61.278637,61.65972,46.822372,49.0,59.5,0.0
687,XGBoostPoisson,23130,MISTLETOE HEART WREATH GREEN,2011-12-05/2011-12-11,0.9886148,74.83828,73.98623,74.83828,46.713993,53.0,61.0,0.0
688,XGBoostPoisson,23096,PETIT TRAY CHIC,2011-12-05/2011-12-11,0.9886148,53.41805,52.80987,53.41805,46.619064,39.0,42.5,0.0
689,XGBoostPoisson,22296,HEART IVORY TRELLIS LARGE,2011-12-05/2011-12-11,0.99240506,51.32662,50.936794,51.32662,46.44016,57.0,53.25,0.0
690,XGBoostPoisson,21786,POLKADOT RAIN HAT ,2011-12-05/2011-12-11,0.9938195,46.107307,45.822342,46.107307,46.426743,48.0,46.25,0.0
691,XGBoostPoisson,22079,RIBBON REEL HEARTS DESIGN ,2011-12-05/2011-12-11,0.99240506,50.71419,50.32902,50.71419,46.32907,46.0,47.25,0.0
692,XGBoostPoisson,22188,BLACK HEART CARD HOLDER,2011-12-05/2011-12-11,0.9129511,31.735073,28.97257,31.735073,46.289524,11.0,12.25,0.0
693,XGBoostPoisson,23175,REGENCY MILK JUG PINK ,2011-12-05/2011-12-11,0.98496234,47.217434,46.507393,47.217434,46.218647,30.0,34.25,0.0
694,XGBoostPoisson,21981,PACK OF 12 WOODLAND TISSUES ,2011-12-05/2011-12-11,0.9849624,46.388733,45.69116,46.388733,46.2172,13.0,48.25,0.0
695,XGBoostPoisson,21035,SET/2 RED RETROSPOT TEA TOWELS ,2011-12-05/2011-12-11,0.9938195,47.11122,46.82005,47.11122,46.115696,32.0,80.5,0.0
696,XGBoostPoisson,20717,STRAWBERRY SHOPPER BAG,2011-12-05/2011-12-11,0.99240506,48.395863,48.028297,48.395863,46.07586,29.0,51.25,0.0
697,XGBoostPoisson,22536,MAGIC DRAWING SLATE PURDEY,2011-12-05/2011-12-11,0.9695238,27.479666,26.642189,27.479666,45.965324,10.0,30.0,0.0
698,XGBoostPoisson,21508,VINTAGE KID DOLLY CARD ,2011-12-05/2011-12-11,0.98496234,49.90751,49.157017,49.90751,45.879368,27.0,48.25,0.0
699,XGBoostPoisson,23156,SET OF 5 MINI GROCERY MAGNETS,2011-12-05/2011-12-11,0.9958333,61.783215,61.52578,61.783215,45.807907,29.0,41.25,0.0
700,XGBoostPoisson,21544,SKULLS  WATER TRANSFER TATTOOS ,2011-12-05/2011-12-11,0.99381953,67.86197,67.44255,67.86197,45.793785,64.0,47.5,0.0
701,XGBoostPoisson,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,2011-12-05/2011-12-11,0.9736842,47.00943,45.77234,47.00943,45.62647,18.0,69.25,0.0
702,XGBoostPoisson,22080,RIBBON REEL SPOTS DESIGN ,2011-12-05/2011-12-11,0.9733333,54.49823,53.04494,54.49823,45.558475,37.0,46.0,0.0
703,XGBoostPoisson,21803,CHRISTMAS TREE STAR DECORATION,2011-12-05/2011-12-11,0.65502185,38.601227,25.284647,38.601227,45.469265,0.0,122.0,1.0
704,XGBoostPoisson,20749,ASSORTED COLOUR MINI CASES,2011-12-05/2011-12-11,0.9938195,56.22598,55.87847,56.22598,45.438705,45.0,50.0,0.0
705,XGBoostPoisson,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2011-12-05/2011-12-11,0.99381953,54.088966,53.754673,54.088966,45.252937,28.0,54.5,0.0
706,XGBoostPoisson,22948,METAL DECORATION NAUGHTY CHILDREN ,2011-12-05/2011-12-11,0.9849624,63.37249,62.41952,63.37249,45.228516,89.0,63.0,0.0
707,XGBoostPoisson,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2011-12-05/2011-12-11,0.9849624,45.424423,44.74135,45.424423,45.095375,53.0,77.0,0.0
708,XGBoostPoisson,22301,COFFEE MUG CAT + BIRD DESIGN,2011-12-05/2011-12-11,0.9861496,62.858376,61.987762,62.858376,45.048866,33.0,24.75,0.0
709,XGBoostPoisson,46000S,POLYESTER FILLER PAD 40x40cm,2011-12-05/2011-12-11,0.98614955,53.370987,52.631775,53.370987,45.027863,39.0,55.5,0.0
710,XGBoostPoisson,23395,BELLE JARDINIERE CUSHION COVER,2011-12-05/2011-12-11,0.9958333,59.28467,59.037647,59.28467,44.970764,47.0,57.0,0.0
711,XGBoostPoisson,22175,PINK OWL SOFT TOY,2011-12-05/2011-12-11,0.9849624,45.352966,44.670967,45.352966,44.947506,31.0,71.25,0.0
712,XGBoostPoisson,23129,HEART SHAPED HOLLY WREATH,2011-12-05/2011-12-11,0.9849624,42.850723,42.206352,42.850723,44.83239,28.0,43.5,0.0
713,XGBoostPoisson,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2011-12-05/2011-12-11,0.98861486,59.441235,58.76449,59.441235,44.783054,23.0,44.25,0.0
714,XGBoostPoisson,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2011-12-05/2011-12-11,0.99583334,56.87382,56.63685,56.87382,44.746075,32.0,57.25,0.0
715,XGBoostPoisson,22745,POPPY'S PLAYHOUSE BEDROOM ,2011-12-05/2011-12-11,0.9958334,57.931942,57.690563,57.931942,44.72678,29.0,62.5,0.0
716,XGBoostPoisson,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2011-12-05/2011-12-11,0.99240506,54.53701,54.122807,54.53701,44.61609,52.0,41.25,0.0
717,XGBoostPoisson,16011,ANIMAL STICKERS,2011-12-05/2011-12-11,0.83053434,38.05492,31.605919,38.05492,44.591957,24.0,89.75,0.0
718,XGBoostPoisson,84598,BOYS ALPHABET IRON ON PATCHES,2011-12-05/2011-12-11,0.9526412,44.123768,42.03412,44.123768,44.538662,41.0,100.0,0.0
719,XGBoostPoisson,22812,PACK 3 BOXES CHRISTMAS PANNETONE,2011-12-05/2011-12-11,0.9695238,42.455208,41.161335,42.455208,44.51467,19.0,22.25,0.0
720,XGBoostPoisson,21328,BALLOONS  WRITING SET ,2011-12-05/2011-12-11,0.98614967,54.406715,53.653164,54.406715,44.44828,44.0,53.75,0.0
721,XGBoostPoisson,23013,GLASS APOTHECARY BOTTLE TONIC,2011-12-05/2011-12-11,0.992405,51.47915,51.088165,51.47915,44.35835,81.0,50.5,0.0
722,XGBoostPoisson,22064,PINK DOUGHNUT TRINKET POT ,2011-12-05/2011-12-11,0.9938195,52.903748,52.576775,52.903748,44.306168,37.0,54.0,0.0
723,XGBoostPoisson,21390,FILIGRIS HEART WITH BUTTERFLY,2011-12-05/2011-12-11,0.9849624,51.123894,50.355114,51.123894,44.294254,21.0,32.75,0.0
724,XGBoostPoisson,21329,DINOSAURS  WRITING SET ,2011-12-05/2011-12-11,0.98496234,55.637108,54.800457,55.637108,44.26387,48.0,57.0,0.0
725,XGBoostPoisson,22813,PACK 3 BOXES BIRD PANNETONE ,2011-12-05/2011-12-11,0.99240506,54.614353,54.199562,54.614353,44.232906,47.0,57.25,0.0
726,XGBoostPoisson,22435,SET OF 9 HEART SHAPED BALLOONS,2011-12-05/2011-12-11,0.9886148,54.317513,53.699097,54.317513,43.989555,48.0,51.5,0.0
727,XGBoostPoisson,22311,OFFICE MUG WARMER BLACK+SILVER ,2011-12-05/2011-12-11,0.93664384,33.99418,31.840439,33.99418,43.972202,15.0,54.25,0.0
728,XGBoostPoisson,22754,SMALL RED BABUSHKA NOTEBOOK ,2011-12-05/2011-12-11,0.99583334,57.816772,57.57587,57.816772,43.893143,82.0,60.0,0.0
729,XGBoostPoisson,23126,FELTCRAFT GIRL AMELIE KIT,2011-12-05/2011-12-11,0.99381953,53.202744,52.873924,53.202744,43.665516,37.0,50.75,0.0
730,XGBoostPoisson,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,2011-12-05/2011-12-11,0.99583334,55.87219,55.63939,55.87219,43.654438,70.0,49.25,0.0
731,XGBoostPoisson,35923,CANDY HEART HANGING DECORATION,2011-12-05/2011-12-11,0.6600496,41.00067,27.062477,41.00067,43.638226,24.0,35.5,0.0
732,XGBoostPoisson,22115,METAL SIGN EMPIRE TEA,2011-12-05/2011-12-11,0.9861496,55.195312,54.430836,55.195312,43.62824,28.0,46.75,0.0
733,XGBoostPoisson,21868,POTTING SHED TEA MUG,2011-12-05/2011-12-11,0.9129511,44.026585,40.19412,44.026585,43.596004,52.0,34.25,0.0
734,XGBoostPoisson,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,2011-12-05/2011-12-11,0.9958334,60.75684,60.50369,60.75684,43.59504,59.0,56.25,0.0
735,XGBoostPoisson,22413,METAL SIGN TAKE IT OR LEAVE IT ,2011-12-05/2011-12-11,0.9695238,43.50619,42.180286,43.50619,43.51979,27.0,29.0,0.0
736,XGBoostPoisson,23242,TREASURE TIN BUFFALO BILL ,2011-12-05/2011-12-11,0.9861496,56.360554,55.579937,56.360554,43.465412,97.0,45.0,0.0
737,XGBoostPoisson,23550,WRAP ALPHABET POSTER  ,2011-12-05/2011-12-11,0.93664384,44.577827,41.753548,44.577827,43.462406,25.0,37.5,0.0
738,XGBoostPoisson,85230B,CINNAMON SCENTED VOTIVE CANDLE,2011-12-05/2011-12-11,0.8745875,47.811436,41.815285,47.811436,43.386074,24.0,72.0,0.0
739,XGBoostPoisson,23359,SET OF 12 T-LIGHTS VINTAGE DOILY,2011-12-05/2011-12-11,0.99240506,44.218636,43.882797,44.218636,43.31929,26.0,50.75,0.0
740,XGBoostPoisson,21218,RED SPOTTY BISCUIT TIN,2011-12-05/2011-12-11,0.9938195,54.164326,53.829563,54.164326,43.101402,37.0,67.5,0.0
741,XGBoostPoisson,22567,20 DOLLY PEGS RETROSPOT,2011-12-05/2011-12-11,0.98614967,37.21729,36.701817,37.21729,43.098732,32.0,29.5,0.0
742,XGBoostPoisson,23291,DOLLY GIRL CHILDRENS CUP,2011-12-05/2011-12-11,0.98496246,53.00672,52.209633,53.00672,43.072514,25.0,42.5,0.0
743,XGBoostPoisson,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2011-12-05/2011-12-11,0.98496234,43.778404,43.12008,43.778404,42.939404,39.0,36.0,0.0
744,XGBoostPoisson,90057,DIAMANTE RING ASSORTED IN BOX.,2011-12-05/2011-12-11,0.65502185,34.7938,22.790699,34.7938,42.879047,24.0,108.0,0.0
745,XGBoostPoisson,21900,"KEY FOB , SHED",2011-12-05/2011-12-11,0.9886148,56.648647,56.003693,56.648647,42.75807,46.0,49.5,0.0
746,XGBoostPoisson,21770,OPEN CLOSED METAL SIGN,2011-12-05/2011-12-11,0.9705305,51.610565,50.089626,51.610565,42.63664,76.0,50.75,0.0
747,XGBoostPoisson,22716,CARD CIRCUS PARADE,2011-12-05/2011-12-11,0.9958334,53.962513,53.73767,53.962513,42.56817,29.0,27.5,0.0
748,XGBoostPoisson,23289,DOLLY GIRL CHILDRENS BOWL,2011-12-05/2011-12-11,0.98614955,49.28125,48.598682,49.28125,42.48989,22.0,45.5,0.0
749,XGBoostPoisson,85194S,HANGING SPRING FLOWER EGG SMALL,2011-12-05/2011-12-11,0.7718191,54.62541,42.160934,54.62541,42.46198,73.0,39.25,0.0
750,XGBoostPoisson,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,2011-12-05/2011-12-11,0.9849624,49.11408,48.375523,49.11408,42.459793,42.0,58.75,0.0
751,XGBoostPoisson,22584,PACK OF 6 PANNETONE GIFT BOXES,2011-12-05/2011-12-11,0.98496234,46.966778,46.260506,46.966778,42.297493,35.0,65.25,0.0
752,XGBoostPoisson,21813,GARLAND WITH STARS AND BELLS,2011-12-05/2011-12-11,0.9849624,48.661133,47.929386,48.661133,42.28385,41.0,40.25,0.0
753,XGBoostPoisson,22046,TEA PARTY  WRAPPING PAPER ,2011-12-05/2011-12-11,0.9526412,44.476704,42.37034,44.476704,42.269882,25.0,75.0,0.0
754,XGBoostPoisson,90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,2011-12-05/2011-12-11,0.5208333,32.55736,16.956959,32.55736,42.244293,36.0,63.0,0.0
755,XGBoostPoisson,23163,REGENCY SUGAR TONGS,2011-12-05/2011-12-11,0.98496246,49.946205,49.195137,49.946205,42.183895,69.0,29.5,0.0
756,XGBoostPoisson,22300,COFFEE MUG DOG + BALL DESIGN,2011-12-05/2011-12-11,0.9861496,53.986015,53.23829,53.986015,42.1743,33.0,24.0,0.0
757,XGBoostPoisson,23031,DRAWER KNOB CRACKLE GLAZE PINK,2011-12-05/2011-12-11,0.9886148,45.289207,44.773582,45.289207,42.131607,65.0,43.25,0.0
758,XGBoostPoisson,23119,PACK OF 6 LARGE FRUIT STRAWS ,2011-12-05/2011-12-11,0.9861496,51.91372,51.194695,51.91372,42.127518,45.0,34.0,0.0
759,XGBoostPoisson,22420,LIPSTICK PEN BABY PINK,2011-12-05/2011-12-11,0.9861496,44.39634,43.781433,44.39634,42.11389,27.0,79.75,0.0
760,XGBoostPoisson,22439,6 ROCKET BALLOONS ,2011-12-05/2011-12-11,0.98614967,43.998947,43.389545,43.998947,41.993404,81.0,47.75,0.0
761,XGBoostPoisson,22212,FOUR HOOK  WHITE LOVEBIRDS,2011-12-05/2011-12-11,0.9938196,42.70982,42.445854,42.70982,41.945774,67.0,42.5,0.0
762,XGBoostPoisson,23432,PRETTY HANGING QUILTED HEARTS,2011-12-05/2011-12-11,0.99240506,44.899906,44.558895,44.899906,41.898197,37.0,39.0,0.0
763,XGBoostPoisson,21167,WHITE SAGE INCENSE,2011-12-05/2011-12-11,0.8913738,39.92977,35.592354,39.92977,41.80849,72.0,39.75,0.0
764,XGBoostPoisson,20868,SILVER FABRIC MIRROR,2011-12-05/2011-12-11,0.9129511,34.56353,31.554813,34.56353,41.70236,70.0,54.75,0.0
765,XGBoostPoisson,82001S,VINYL RECORD FRAME SILVER,2011-12-05/2011-12-11,0.96313363,36.58574,35.236958,36.58574,41.695755,55.0,69.0,0.0
766,XGBoostPoisson,21242,RED RETROSPOT PLATE ,2011-12-05/2011-12-11,0.9886148,45.486713,44.968838,45.486713,41.64058,20.0,51.25,0.0
767,XGBoostPoisson,85014B,RED RETROSPOT UMBRELLA,2011-12-05/2011-12-11,0.99240506,53.36518,52.959877,53.36518,41.547848,54.0,36.0,0.0
768,XGBoostPoisson,22985,"WRAP, BILLBOARD FONTS DESIGN",2011-12-05/2011-12-11,0.9631337,48.243214,46.464664,48.243214,41.523468,25.0,37.5,0.0
769,XGBoostPoisson,48185,DOORMAT FAIRY CAKE,2011-12-05/2011-12-11,0.9938195,42.276917,42.01562,42.276917,41.484173,33.0,33.5,0.0
770,XGBoostPoisson,16236,KITTY PENCIL ERASERS,2011-12-05/2011-12-11,0.9695238,43.74603,42.412815,43.74603,41.48103,45.0,42.75,0.0
771,XGBoostPoisson,22995,TRAVEL CARD WALLET SUKI,2011-12-05/2011-12-11,0.9886148,55.335087,54.705086,55.335087,41.476814,35.0,36.0,0.0
772,XGBoostPoisson,22963,JAM JAR WITH GREEN LID,2011-12-05/2011-12-11,0.98496234,37.869904,37.30043,37.869904,41.38341,17.0,37.5,0.0
773,XGBoostPoisson,23396,LE JARDIN BOTANIQUE CUSHION COVER,2011-12-05/2011-12-11,0.9958334,52.187233,51.969788,52.187233,41.368515,41.0,47.25,0.0
774,XGBoostPoisson,22076,6 RIBBONS EMPIRE  ,2011-12-05/2011-12-11,0.9938195,45.236015,44.956432,45.236015,41.361958,127.0,54.75,0.0
775,XGBoostPoisson,23392,SPACEBOY ROCKET LOLLY MAKERS,2011-12-05/2011-12-11,0.99240506,48.24744,47.881004,48.24744,41.27755,75.0,46.75,0.0
776,XGBoostPoisson,22335,HEART DECORATION PAINTED ZINC ,2011-12-05/2011-12-11,0.99381953,58.010914,57.652378,58.010914,41.167377,42.0,42.25,0.0
777,XGBoostPoisson,22622,BOX OF VINTAGE ALPHABET BLOCKS,2011-12-05/2011-12-11,0.99381953,36.895657,36.667625,36.895657,41.13082,15.0,48.5,0.0
778,XGBoostPoisson,23251,VINTAGE RED ENAMEL TRIM MUG ,2011-12-05/2011-12-11,0.98496246,45.574604,44.889275,45.574604,41.080254,14.0,49.25,0.0
779,XGBoostPoisson,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2011-12-05/2011-12-11,0.9736842,47.233562,45.990574,47.233562,41.062195,12.0,57.0,0.0
780,XGBoostPoisson,23029,DRAWER KNOB CRACKLE GLAZE GREEN,2011-12-05/2011-12-11,0.9849624,48.363857,47.63658,48.363857,40.986275,58.0,47.25,0.0
781,XGBoostPoisson,22651,GENTLEMAN SHIRT REPAIR KIT ,2011-12-05/2011-12-11,0.98496234,46.214893,45.519928,46.214893,40.980522,55.0,31.5,0.0
782,XGBoostPoisson,17091J,VANILLA INCENSE IN TIN,2011-12-05/2011-12-11,0.9849624,46.789577,46.085976,46.789577,40.957634,54.0,33.0,0.0
