SourceRowNumber,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,IsExactDuplicate,SignedRevenue
195951,C508140,11001,ASSTD DESIGN RACING CAR PEN,-128,2010-05-13 10:58:00,1.69,12931.0,United Kingdom,False,-216.32
195952,C508140,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,-72,2010-05-13 10:58:00,4.25,12931.0,United Kingdom,False,-306.0
195953,C508140,20972,PINK CREAM FELT CRAFT TRINKET BOX ,-250,2010-05-13 10:58:00,1.06,12931.0,United Kingdom,False,-265.0
195954,C508140,22150,3 STRIPEY MICE FELTCRAFT,-150,2010-05-13 10:58:00,1.65,12931.0,United Kingdom,False,-247.5
195955,C508140,21481,FAWN BLUE HOT WATER BOTTLE,-140,2010-05-13 10:58:00,2.55,12931.0,United Kingdom,False,-357.0
195956,C508140,21915,RED  HARMONICA IN BOX ,-156,2010-05-13 10:58:00,1.25,12931.0,United Kingdom,False,-195.0
195957,C508140,21731,RED TOADSTOOL LED NIGHT LIGHT,-150,2010-05-13 10:58:00,1.45,12931.0,United Kingdom,False,-217.5
195958,C508140,20975,12 PENCILS SMALL TUBE RED SPOTTY,-250,2010-05-13 10:58:00,0.65,12931.0,United Kingdom,False,-162.5
195959,C508140,21791,VINTAGE HEADS AND TAILS CARD GAME ,-200,2010-05-13 10:58:00,1.06,12931.0,United Kingdom,False,-212.0
195961,C508143,79323W,WHITE CHERRY LIGHTS,-3,2010-05-13 11:03:00,6.75,13021.0,United Kingdom,False,-20.25
195962,C508144,22067,CHOC TRUFFLE GOLD TRINKET POT ,-1,2010-05-13 11:08:00,1.65,14714.0,United Kingdom,False,-1.65
195963,C508146,79323W,WHITE CHERRY LIGHTS,-14,2010-05-13 11:18:00,5.45,16550.0,United Kingdom,False,-76.3
196244,C508186,20728,LUNCH BAG CARS BLUE,-1,2010-05-13 12:52:00,1.45,17511.0,United Kingdom,False,-1.45
196245,C508186,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,2010-05-13 12:52:00,0.55,17511.0,United Kingdom,False,-0.55
196246,C508186,22423,REGENCY CAKESTAND 3 TIER,-1,2010-05-13 12:52:00,10.95,17511.0,United Kingdom,False,-10.95
196247,C508186,22382,LUNCH BAG SPACEBOY DESIGN ,-1,2010-05-13 12:52:00,1.45,17511.0,United Kingdom,False,-1.45
196248,C508186,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-1,2010-05-13 12:52:00,1.65,17511.0,United Kingdom,False,-1.65
196249,C508186,22385,JUMBO BAG SPACEBOY DESIGN,-1,2010-05-13 12:52:00,1.65,17511.0,United Kingdom,False,-1.65
196250,C508186,22303,COFFEE MUG APPLES DESIGN,-1,2010-05-13 12:52:00,2.1,17511.0,United Kingdom,False,-2.1
196251,C508186,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-05-13 12:52:00,1.06,17511.0,United Kingdom,False,-1.06
196252,C508186,37330,SPOTS MUG,-1,2010-05-13 12:52:00,1.65,17511.0,United Kingdom,False,-1.65
196253,C508186,21239,PINK  SPOTTY CUP,-1,2010-05-13 12:52:00,0.72,17511.0,United Kingdom,False,-0.72
196254,C508186,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2010-05-13 12:52:00,4.25,17511.0,United Kingdom,False,-4.25
196255,C508186,22467,GUMBALL COAT RACK,-3,2010-05-13 12:52:00,2.1,17511.0,United Kingdom,False,-6.300000000000001
196256,C508186,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",-1,2010-05-13 12:52:00,0.72,17511.0,United Kingdom,False,-0.72
196257,C508186,21217,RED SPOTTY ROUND CAKE TINS,-1,2010-05-13 12:52:00,8.95,17511.0,United Kingdom,False,-8.95
196258,C508186,85065,CREAM SWEETHEART TRAYS,-1,2010-05-13 12:52:00,9.95,17511.0,United Kingdom,False,-9.95
196629,C508216,22618,COOKING SET RETROSPOT,-4,2010-05-13 14:56:00,9.95,13735.0,United Kingdom,False,-39.8
196630,C508216,22483,RED GINGHAM TEDDY BEAR ,-6,2010-05-13 14:56:00,2.95,13735.0,United Kingdom,False,-17.700000000000003
196631,C508216,22423,REGENCY CAKESTAND 3 TIER,-1,2010-05-13 14:56:00,12.75,13735.0,United Kingdom,False,-12.75
196632,C508216,22138,BAKING SET 9 PIECE RETROSPOT ,-7,2010-05-13 14:56:00,4.95,13735.0,United Kingdom,False,-34.65
196633,C508216,22617,BAKING SET SPACEBOY DESIGN,-4,2010-05-13 14:56:00,4.95,13735.0,United Kingdom,False,-19.8
196634,C508216,21892,TRADITIONAL WOODEN CATCH CUP GAME ,-6,2010-05-13 14:56:00,1.25,13735.0,United Kingdom,False,-7.5
196815,C508227,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,2010-05-13 16:24:00,5.45,15805.0,United Kingdom,False,-5.45
196816,C508227,22191,EAU DE NIL DINER WALL CLOCK,-1,2010-05-13 16:24:00,8.5,15805.0,United Kingdom,False,-8.5
196817,C508227,79323W,WHITE CHERRY LIGHTS,-1,2010-05-13 16:24:00,6.75,15805.0,United Kingdom,False,-6.75
197022,C508231,85227,SET OF 6 3D KIT CARDS FOR KIDS,-5,2010-05-13 17:28:00,0.85,16092.0,United Kingdom,False,-4.25
197024,C508233,21713,CITRONELLA CANDLE FLOWERPOT,-2,2010-05-13 17:32:00,2.1,15664.0,United Kingdom,False,-4.2
197051,C508236,22617,BAKING SET SPACEBOY DESIGN,-3,2010-05-13 19:26:00,4.95,12567.0,France,False,-14.850000000000001
197052,C508236,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-05-13 19:26:00,4.95,12567.0,France,False,-14.850000000000001
197094,C508238,22177,5 HOOK BLACKBOARD ORGANISER ,-1,2010-05-13 19:28:00,9.95,14493.0,United Kingdom,False,-9.95
197095,C508238,22423,REGENCY CAKESTAND 3 TIER,-3,2010-05-13 19:28:00,12.75,14493.0,United Kingdom,False,-38.25
197096,C508239,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,-6,2010-05-13 19:51:00,4.95,16092.0,United Kingdom,False,-29.700000000000003
197097,C508240,84762A,WHITE PICNIC BARBECUE BUCKET,-1,2010-05-13 19:53:00,10.75,14329.0,United Kingdom,False,-10.75
197098,C508240,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-05-13 19:53:00,4.95,14329.0,United Kingdom,False,-14.850000000000001
197099,C508240,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-2,2010-05-13 19:53:00,9.95,14329.0,United Kingdom,False,-19.9
197100,C508241,85232B,SET/3 RUSSIAN DOLL STACKING TINS,-3,2010-05-13 19:55:00,4.95,12839.0,United Kingdom,False,-14.850000000000001
197101,C508242,82607A,GLASS BONBON JAR PARFUME AUX FLEURE,-3,2010-05-13 19:59:00,1.25,13842.0,United Kingdom,False,-3.75
197102,C508242,22361,GLASS JAR DAISY FRESH COTTON WOOL,-2,2010-05-13 19:59:00,2.95,13842.0,United Kingdom,False,-5.9
197103,C508242,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,2010-05-13 19:59:00,7.65,13842.0,United Kingdom,False,-15.3
197104,C508243,21535,RED RETROSPOT SMALL MILK JUG,-1,2010-05-13 19:59:00,2.55,13856.0,United Kingdom,False,-2.55
197105,C508243,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-2,2010-05-13 19:59:00,7.95,13856.0,United Kingdom,False,-15.9
197106,C508243,22423,REGENCY CAKESTAND 3 TIER,-2,2010-05-13 19:59:00,12.75,13856.0,United Kingdom,False,-25.5
197107,C508244,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-05-13 20:00:00,1.25,12997.0,United Kingdom,False,-1.25
197113,C508246,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2010-05-14 09:33:00,9.95,16118.0,United Kingdom,False,-9.95
197114,C508246,22138,BAKING SET 9 PIECE RETROSPOT ,-24,2010-05-14 09:33:00,4.25,16118.0,United Kingdom,False,-102.0
197156,C508250,22178,VICTORIAN GLASS HANGING T-LIGHT,-3,2010-05-14 10:28:00,1.25,15218.0,United Kingdom,False,-3.75
197157,C508250,75049L,LARGE CIRCULAR MIRROR MOBILE,-6,2010-05-14 10:28:00,0.85,15218.0,United Kingdom,False,-5.1
197158,C508250,22377,BOTTLE BAG RETROSPOT ,-10,2010-05-14 10:28:00,2.1,15218.0,United Kingdom,False,-21.0
197252,C508275,22325,MOBILE VINTAGE HEARTS ,-2,2010-05-14 11:04:00,4.95,13711.0,United Kingdom,False,-9.9
197253,C508287,POST,POSTAGE,-1,2010-05-14 11:08:00,2.36,13655.0,United Kingdom,False,-2.36
197254,C508287,47559B,TEA TIME OVEN GLOVE,-10,2010-05-14 11:08:00,1.25,13655.0,United Kingdom,False,-12.5
197255,C508293,POST,POSTAGE,-1,2010-05-14 11:09:00,2.0,14110.0,United Kingdom,False,-2.0
197256,C508293,22553,PLASTERS IN TIN SKULLS,-9,2010-05-14 11:09:00,1.65,14110.0,United Kingdom,False,-14.85
197257,C508302,21068,VINTAGE BILLBOARD LOVE/HATE MUG,-2,2010-05-14 11:11:00,1.25,17612.0,United Kingdom,False,-2.5
197258,C508307,47505,MINATURE COLOURED GARDENING SET,-1,2010-05-14 11:12:00,4.95,13178.0,United Kingdom,False,-4.95
197259,C508307,21750,LARGE SKULL WINDMILL,-1,2010-05-14 11:12:00,2.1,13178.0,United Kingdom,False,-2.1
197260,C508307,84678,CLASSICAL ROSE SMALL VASE,-6,2010-05-14 11:12:00,2.55,13178.0,United Kingdom,False,-15.299999999999999
197293,C508326,22197,SMALL POPCORN HOLDER,-2,2010-05-14 11:34:00,0.85,12839.0,United Kingdom,False,-1.7
197294,C508326,22198,LARGE POPCORN HOLDER ,-3,2010-05-14 11:34:00,1.65,12839.0,United Kingdom,False,-4.949999999999999
197295,C508325,84692,BOX OF 24 COCKTAIL PARASOLS,-50,2010-05-14 11:34:00,0.42,12481.0,Germany,False,-21.0
197296,C508325,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-50,2010-05-14 11:34:00,1.95,12481.0,Germany,False,-97.5
197426,C508334,47587A,PINK FAIRY CAKE COASTER,-1200,2010-05-14 12:04:00,0.72,13694.0,United Kingdom,False,-864.0
197470,C508340,84899E,YELLOW BROWN BEAR FELT PURSE KIT,-1,2010-05-14 12:18:00,1.25,12621.0,Germany,False,-1.25
197471,C508340,22423,REGENCY CAKESTAND 3 TIER,-1,2010-05-14 12:18:00,12.75,12621.0,Germany,False,-12.75
197472,C508340,22303,COFFEE MUG APPLES DESIGN,-3,2010-05-14 12:18:00,2.55,12621.0,Germany,False,-7.6499999999999995
197473,C508343,75049L,LARGE CIRCULAR MIRROR MOBILE,-69,2010-05-14 12:20:00,0.85,14195.0,United Kingdom,False,-58.65
197474,C508347,21843,RED RETROSPOT CAKE STAND,-1,2010-05-14 12:21:00,10.95,13576.0,United Kingdom,False,-10.95
197475,C508347,35967,FOLK ART METAL STAR T-LIGHT HOLDER,-1,2010-05-14 12:21:00,0.38,13576.0,United Kingdom,False,-0.38
197489,C508354,22423,REGENCY CAKESTAND 3 TIER,-7,2010-05-14 12:35:00,10.95,18260.0,United Kingdom,False,-76.64999999999999
197490,C508355,22423,REGENCY CAKESTAND 3 TIER,-1,2010-05-14 12:42:00,12.75,13319.0,United Kingdom,False,-12.75
197491,C508355,84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,-2,2010-05-14 12:42:00,16.95,13319.0,United Kingdom,False,-33.9
197495,C508358,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-3,2010-05-14 12:45:00,1.65,12523.0,France,False,-4.949999999999999
197496,C508358,22364,GLASS JAR DIGESTIVE BISCUITS,-2,2010-05-14 12:45:00,2.95,12523.0,France,False,-5.9
197580,C508365,21781,MA CAMPAGNE CUTLERY BOX,-1,2010-05-14 13:16:00,14.95,13830.0,United Kingdom,False,-14.95
197581,C508365,21754,HOME BUILDING BLOCK WORD,-1,2010-05-14 13:16:00,5.95,13830.0,United Kingdom,False,-5.95
197590,C508367,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",-1,2010-05-14 13:19:00,0.85,12472.0,Germany,False,-0.85
197591,C508367,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",-1,2010-05-14 13:19:00,1.65,12472.0,Germany,False,-1.65
197592,C508367,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",-8,2010-05-14 13:19:00,1.65,12472.0,Germany,False,-13.2
197593,C508367,22467,GUMBALL COAT RACK,-4,2010-05-14 13:19:00,2.55,12472.0,Germany,False,-10.2
197594,C508368,22508,DOORSTOP RETROSPOT HEART,-1,2010-05-14 13:25:00,3.75,16145.0,United Kingdom,False,-3.75
197595,C508368,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,-3,2010-05-14 13:25:00,2.95,16145.0,United Kingdom,False,-8.850000000000001
197596,C508368,21068,VINTAGE BILLBOARD LOVE/HATE MUG,-1,2010-05-14 13:25:00,1.25,16145.0,United Kingdom,False,-1.25
197598,C508370,21363,HOME SMALL WOOD LETTERS,-2,2010-05-14 13:25:00,4.95,13400.0,United Kingdom,False,-9.9
197599,C508371,71459,HANGING JAM JAR T-LIGHT HOLDER,-12,2010-05-14 13:29:00,0.85,17069.0,United Kingdom,False,-10.2
197600,C508372,84688,BEACH HUT DESIGN BLACKBOARD,-3,2010-05-14 13:39:00,1.65,15260.0,United Kingdom,False,-4.949999999999999
197601,C508373,20727,LUNCH BAG  BLACK SKULL.,-5,2010-05-14 13:42:00,1.45,17552.0,United Kingdom,False,-7.25
197602,C508373,20783,HEART EAR MUFF HEADPHONES,-1,2010-05-14 13:42:00,4.65,17552.0,United Kingdom,False,-4.65
197609,C508375,21535,RED RETROSPOT SMALL MILK JUG,-2,2010-05-14 13:44:00,2.55,13510.0,United Kingdom,False,-5.1
197610,C508375,22464,HANGING METAL HEART LANTERN,-2,2010-05-14 13:44:00,1.65,13510.0,United Kingdom,False,-3.3
197611,C508375,21534,DAIRY MAID LARGE MILK JUG,-1,2010-05-14 13:44:00,4.95,13510.0,United Kingdom,False,-4.95
197612,C508375,20724,RED SPOTTY CHARLOTTE BAG,-2,2010-05-14 13:44:00,0.85,13510.0,United Kingdom,False,-1.7
197613,C508375,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-05-14 13:44:00,1.25,13510.0,United Kingdom,False,-1.25
197614,C508376,22198,LARGE POPCORN HOLDER ,-3,2010-05-14 13:46:00,1.65,14156.0,EIRE,False,-4.949999999999999
197615,C508376,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2010-05-14 13:46:00,8.5,14156.0,EIRE,False,-8.5
197616,C508377,75049L,LARGE CIRCULAR MIRROR MOBILE,-7,2010-05-14 13:46:00,1.25,13183.0,United Kingdom,False,-8.75
197657,C508384,47590A,BLUE HAPPY BIRTHDAY BUNTING,-3,2010-05-14 14:18:00,5.45,13634.0,United Kingdom,False,-16.35
197658,C508384,47590B,PINK HAPPY BIRTHDAY BUNTING,-3,2010-05-14 14:18:00,5.45,13634.0,United Kingdom,False,-16.35
197659,C508384,47566B,TEA TIME PARTY BUNTING,-6,2010-05-14 14:18:00,4.65,13634.0,United Kingdom,False,-27.900000000000002
197660,C508384,48138,DOOR MAT UNION FLAG,-5,2010-05-14 14:18:00,7.49,13634.0,United Kingdom,False,-37.45
197661,C508384,48173C,DOOR MAT BLACK FLOCK ,-2,2010-05-14 14:18:00,7.49,13634.0,United Kingdom,False,-14.98
197662,C508384,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-2,2010-05-14 14:18:00,5.95,13634.0,United Kingdom,False,-11.9
197663,C508384,82486,WOOD S/3 CABINET ANT WHITE FINISH,-2,2010-05-14 14:18:00,7.95,13634.0,United Kingdom,False,-15.9
197664,C508384,20685,DOOR MAT RED SPOT,-2,2010-05-14 14:18:00,7.49,13634.0,United Kingdom,False,-14.98
197665,C508384,48184,DOOR MAT ENGLISH ROSE ,-3,2010-05-14 14:18:00,7.49,13634.0,United Kingdom,False,-22.47
197666,C508384,48194,DOOR MAT HEARTS,-3,2010-05-14 14:18:00,7.49,13634.0,United Kingdom,False,-22.47
197667,C508384,85232B,SET/3 RUSSIAN DOLL STACKING TINS,-6,2010-05-14 14:18:00,4.95,13634.0,United Kingdom,False,-29.700000000000003
197668,C508384,72741,GRAND CHOCOLATECANDLE,-9,2010-05-14 14:18:00,1.45,13634.0,United Kingdom,False,-13.049999999999999
197669,C508384,85049G,CHOCOLATE BOX RIBBONS ,-3,2010-05-14 14:18:00,1.25,13634.0,United Kingdom,False,-3.75
197670,C508384,20711,JUMBO BAG TOYS ,-4,2010-05-14 14:18:00,1.95,13634.0,United Kingdom,False,-7.8
197671,C508384,20713,JUMBO BAG OWLS,-4,2010-05-14 14:18:00,1.95,13634.0,United Kingdom,False,-7.8
197672,C508384,22423,REGENCY CAKESTAND 3 TIER,-2,2010-05-14 14:18:00,12.75,13634.0,United Kingdom,False,-25.5
197673,C508384,85099F,JUMBO BAG STRAWBERRY,-10,2010-05-14 14:18:00,1.95,13634.0,United Kingdom,False,-19.5
197674,C508384,21931,JUMBO STORAGE BAG SUKI,-10,2010-05-14 14:18:00,1.95,13634.0,United Kingdom,False,-19.5
197675,C508384,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-10,2010-05-14 14:18:00,1.95,13634.0,United Kingdom,False,-19.5
197676,C508384,22386,JUMBO BAG PINK WITH WHITE SPOTS,-10,2010-05-14 14:18:00,1.95,13634.0,United Kingdom,False,-19.5
197677,C508384,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-10,2010-05-14 14:18:00,1.95,13634.0,United Kingdom,False,-19.5
197678,C508384,85099B,RED RETROSPOT JUMBO BAG ,-10,2010-05-14 14:18:00,1.95,13634.0,United Kingdom,False,-19.5
197679,C508384,22188,BLACK HEART CARD HOLDER,-3,2010-05-14 14:18:00,3.95,13634.0,United Kingdom,False,-11.850000000000001
197680,C508384,22189,CREAM HEART CARD HOLDER,-4,2010-05-14 14:18:00,3.95,13634.0,United Kingdom,False,-15.8
197681,C508384,21621,VINTAGE UNION JACK BUNTING,-6,2010-05-14 14:18:00,8.5,13634.0,United Kingdom,False,-51.0
197682,C508384,84879,ASSORTED COLOUR BIRD ORNAMENT,-16,2010-05-14 14:18:00,1.69,13634.0,United Kingdom,False,-27.04
197683,C508384,47566,PARTY BUNTING,-6,2010-05-14 14:18:00,4.65,13634.0,United Kingdom,False,-27.900000000000002
197684,C508384,48187,DOOR MAT NEW ENGLAND,-2,2010-05-14 14:18:00,7.49,13634.0,United Kingdom,False,-14.98
197699,C508385,21868,POTTING SHED TEA MUG,-1,2010-05-14 14:19:00,1.25,16124.0,United Kingdom,False,-1.25
197700,C508386,22195,LARGE HEART MEASURING SPOONS,-1,2010-05-14 14:23:00,1.65,14831.0,United Kingdom,False,-1.65
197701,C508386,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2010-05-14 14:23:00,7.95,14831.0,United Kingdom,False,-7.95
197702,C508386,21531,RED RETROSPOT SUGAR JAM BOWL,-1,2010-05-14 14:23:00,2.55,14831.0,United Kingdom,False,-2.55
197703,C508387,22467,GUMBALL COAT RACK,-3,2010-05-14 14:24:00,2.55,17677.0,United Kingdom,False,-7.6499999999999995
197704,C508388,22383,LUNCH BAG SUKI  DESIGN ,-20,2010-05-14 14:25:00,1.45,13093.0,United Kingdom,False,-29.0
197717,C508391,85042,ANTIQUE LILY FAIRY LIGHTS,-6,2010-05-14 14:43:00,4.25,13317.0,United Kingdom,False,-25.5
197718,C508392,79323W,WHITE CHERRY LIGHTS,-4,2010-05-14 14:45:00,6.75,13050.0,United Kingdom,False,-27.0
197719,C508392,79323LP,LIGHT PINK CHERRY LIGHTS,-5,2010-05-14 14:45:00,6.75,13050.0,United Kingdom,False,-33.75
197720,C508394,21463,MIRRORED DISCO BALL ,-1,2010-05-14 14:46:00,5.95,14175.0,United Kingdom,False,-5.95
197721,C508394,21174,POTTERING IN THE SHED METAL SIGN,-1,2010-05-14 14:46:00,1.95,14175.0,United Kingdom,False,-1.95
197722,C508394,22283,6 EGG HOUSE PAINTED WOOD,-1,2010-05-14 14:46:00,7.95,14175.0,United Kingdom,False,-7.95
197723,C508394,21462,"NURSERY A,B,C PAINTED LETTERS",-1,2010-05-14 14:46:00,6.75,14175.0,United Kingdom,False,-6.75
197766,C508399,79341,WILLOW BRANCH LIGHTS.,-8,2010-05-14 15:31:00,5.45,17511.0,United Kingdom,False,-43.6
197767,C508399,79323W,WHITE CHERRY LIGHTS,-5,2010-05-14 15:31:00,5.45,17511.0,United Kingdom,False,-27.25
197768,C508399,79323P,PINK CHERRY LIGHTS,-34,2010-05-14 15:31:00,5.45,17511.0,United Kingdom,False,-185.3
197795,C508400,79323GR,GREEN CHERRY LIGHTS,-2,2010-05-14 15:37:00,5.45,16067.0,United Kingdom,False,-10.9
197796,C508400,79323P,PINK CHERRY LIGHTS,-10,2010-05-14 15:37:00,5.45,16067.0,United Kingdom,False,-54.5
197807,C508400,79323LP,LIGHT PINK CHERRY LIGHTS,-9,2010-05-14 15:37:00,5.45,16067.0,United Kingdom,False,-49.050000000000004
197808,C508400,79323W,WHITE CHERRY LIGHTS,-10,2010-05-14 15:37:00,5.45,16067.0,United Kingdom,False,-54.5
197815,C508404,79323W,WHITE CHERRY LIGHTS,-19,2010-05-14 15:42:00,5.45,13162.0,United Kingdom,False,-103.55
197816,C508405,22650,CERAMIC PIRATE CHEST MONEY BANK,-1,2010-05-14 15:42:00,1.45,12748.0,United Kingdom,False,-1.45
197817,C508405,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2010-05-14 15:42:00,4.95,12748.0,United Kingdom,False,-4.95
197818,C508405,22647,CERAMIC LOVE HEART MONEY BANK,-1,2010-05-14 15:42:00,1.45,12748.0,United Kingdom,False,-1.45
197819,C508405,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,-1,2010-05-14 15:42:00,1.45,12748.0,United Kingdom,False,-1.45
197820,C508405,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,-1,2010-05-14 15:42:00,1.45,12748.0,United Kingdom,False,-1.45
197821,C508405,22644,CERAMIC CHERRY CAKE MONEY BANK,-1,2010-05-14 15:42:00,1.45,12748.0,United Kingdom,False,-1.45
197822,C508406,22109,FULL ENGLISH BREAKFAST PLATE,-4,2010-05-14 15:50:00,3.75,13417.0,United Kingdom,False,-15.0
197823,C508406,22107,PIZZA PLATE IN BOX,-4,2010-05-14 15:50:00,3.75,13417.0,United Kingdom,False,-15.0
197824,C508406,22108,PING! MICROWAVE PLATE,-4,2010-05-14 15:50:00,3.75,13417.0,United Kingdom,False,-15.0
197825,C508406,22301,COFFEE MUG CAT + BIRD DESIGN,-6,2010-05-14 15:50:00,2.55,13417.0,United Kingdom,False,-15.299999999999999
197826,C508406,22300,COFFEE MUG DOG + BALL DESIGN,-6,2010-05-14 15:50:00,2.55,13417.0,United Kingdom,False,-15.299999999999999
197866,C508410,79323G,GOLD  CHERRY LIGHTS,-10,2010-05-14 16:02:00,4.65,15485.0,United Kingdom,False,-46.5
197867,C508410,79323B,BLACK CHERRY LIGHTS,-10,2010-05-14 16:02:00,4.65,15485.0,United Kingdom,False,-46.5
197868,C508410,79323P,PINK CHERRY LIGHTS,-4,2010-05-14 16:02:00,6.75,15485.0,United Kingdom,False,-27.0
197869,C508410,79323W,WHITE CHERRY LIGHTS,-4,2010-05-14 16:02:00,6.75,15485.0,United Kingdom,False,-27.0
197870,C508411,79323P,PINK CHERRY LIGHTS,-5,2010-05-14 16:07:00,6.75,16166.0,United Kingdom,False,-33.75
197871,C508411,79323W,WHITE CHERRY LIGHTS,-4,2010-05-14 16:07:00,6.75,16166.0,United Kingdom,False,-27.0
197875,C508414,79323P,PINK CHERRY LIGHTS,-2,2010-05-14 16:10:00,6.75,13081.0,United Kingdom,False,-13.5
197876,C508414,79323W,WHITE CHERRY LIGHTS,-7,2010-05-14 16:10:00,6.75,13081.0,United Kingdom,False,-47.25
197877,C508421,79323B,BLACK CHERRY LIGHTS,-2,2010-05-14 16:14:00,4.65,13799.0,United Kingdom,False,-9.3
197878,C508421,79341,WILLOW BRANCH LIGHTS.,-28,2010-05-14 16:14:00,5.45,13799.0,United Kingdom,False,-152.6
197879,C508421,79323W,WHITE CHERRY LIGHTS,-22,2010-05-14 16:14:00,6.75,13799.0,United Kingdom,False,-148.5
197880,C508421,79323P,PINK CHERRY LIGHTS,-32,2010-05-14 16:14:00,5.45,13799.0,United Kingdom,False,-174.4
197881,C508421,79323GR,GREEN CHERRY LIGHTS,-24,2010-05-14 16:14:00,5.45,13799.0,United Kingdom,False,-130.8
197882,C508432,79323G,GOLD  CHERRY LIGHTS,-4,2010-05-14 16:22:00,5.95,16166.0,United Kingdom,False,-23.8
197883,C508432,79323GR,GREEN CHERRY LIGHTS,-4,2010-05-14 16:22:00,5.95,16166.0,United Kingdom,False,-23.8
197884,C508450,79323W,WHITE CHERRY LIGHTS,-7,2010-05-14 16:31:00,6.75,14051.0,United Kingdom,False,-47.25
197885,C508450,79323LP,LIGHT PINK CHERRY LIGHTS,-15,2010-05-14 16:31:00,5.45,14051.0,United Kingdom,False,-81.75
197886,C508450,79323W,WHITE CHERRY LIGHTS,-10,2010-05-14 16:31:00,5.45,14051.0,United Kingdom,False,-54.5
198034,C508452,79323W,WHITE CHERRY LIGHTS,-22,2010-05-14 16:33:00,5.45,13799.0,United Kingdom,False,-119.9
198036,C508454,79323W,WHITE CHERRY LIGHTS,-14,2010-05-14 16:37:00,5.45,13078.0,United Kingdom,False,-76.3
198037,C508455,79341,WILLOW BRANCH LIGHTS.,-312,2010-05-14 16:38:00,5.45,16077.0,United Kingdom,False,-1700.4
198038,C508456,79341,WILLOW BRANCH LIGHTS.,-2,2010-05-14 16:41:00,6.75,14896.0,United Kingdom,False,-13.5
198039,C508456,79323B,BLACK CHERRY LIGHTS,-3,2010-05-14 16:41:00,6.75,14896.0,United Kingdom,False,-20.25
198040,C508456,79323GR,GREEN CHERRY LIGHTS,-2,2010-05-14 16:41:00,6.75,14896.0,United Kingdom,False,-13.5
198041,C508456,79323S,SILVER CHERRY LIGHTS,-3,2010-05-14 16:41:00,6.75,14896.0,United Kingdom,False,-20.25
198042,C508456,79323S,SILVER CHERRY LIGHTS,-3,2010-05-14 16:41:00,6.75,14896.0,United Kingdom,True,-20.25
198043,C508456,79323G,GOLD  CHERRY LIGHTS,-1,2010-05-14 16:41:00,6.75,14896.0,United Kingdom,False,-6.75
198044,C508456,79323P,PINK CHERRY LIGHTS,-2,2010-05-14 16:41:00,6.75,14896.0,United Kingdom,False,-13.5
198055,C508458,79323P,PINK CHERRY LIGHTS,-51,2010-05-14 17:15:00,5.45,15270.0,United Kingdom,False,-277.95
198056,C508458,79323W,WHITE CHERRY LIGHTS,-51,2010-05-14 17:15:00,5.45,15270.0,United Kingdom,False,-277.95
198057,C508459,79323G,GOLD  CHERRY LIGHTS,-9,2010-05-14 17:23:00,5.45,12989.0,United Kingdom,False,-49.050000000000004
198058,C508459,79323P,PINK CHERRY LIGHTS,-13,2010-05-14 17:23:00,5.45,12989.0,United Kingdom,False,-70.85000000000001
198059,C508459,79323W,WHITE CHERRY LIGHTS,-49,2010-05-14 17:23:00,5.45,12989.0,United Kingdom,False,-267.05
198368,C508476,79323P,PINK CHERRY LIGHTS,-1,2010-05-16 12:09:00,5.45,14970.0,United Kingdom,False,-5.45
198369,C508476,79323G,GOLD  CHERRY LIGHTS,-25,2010-05-16 12:09:00,5.45,14970.0,United Kingdom,False,-136.25
198370,C508478,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2010-05-16 12:15:00,8.5,17582.0,United Kingdom,False,-17.0
