StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice,revenue_share_pct,revenue_cumulative_pct
23438,RED SPOT GIFT BAG LARGE,1751,2135.0,103,18,6,1.25,2011-08-03 12:20:00,2011-12-04 15:00:00,17.0,0.01083417018527496,89.69806074414701
21804,WHITE CHRISTMAS GARLAND STARS TREES,570,2131.68,133,34,2,3.75,2009-12-08 12:25:00,2011-12-02 11:28:00,4.285714285714286,0.010817322670045397,89.70887806681706
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,705,2131.06,107,62,9,4.95,2009-12-08 16:23:00,2011-11-25 11:41:00,6.588785046728972,0.010814176447321805,89.71969224326439
20770,ABSTRACT CIRCLE JOURNAL,1021,2129.39,199,76,6,2.55,2009-12-10 13:09:00,2011-11-27 11:47:00,5.130653266331659,0.010805701944179224,89.73049794520857
23681,LUNCH BAG RED VINTAGE DOILY,1327,2129.23,114,5,6,1.65,2011-11-06 12:36:00,2011-12-04 12:32:00,11.640350877192983,0.010804890015734425,89.7413028352243
22515,CHILDS GARDEN SPADE PINK,1044,2125.54,206,67,7,2.1,2010-03-28 11:30:00,2011-12-02 16:39:00,5.067961165048544,0.01078616491597627,89.75208900014027
21617,4 LILY  BOTANICAL DINNER CANDLES,831,2123.76,167,68,3,3.75,2009-12-08 11:52:00,2011-11-21 15:18:00,4.976047904191617,0.010777132212027892,89.7628661323523
17091J,VANILLA INCENSE IN TIN,3747,2121.02,169,79,5,0.38,2009-12-08 13:41:00,2011-11-29 11:48:00,22.171597633136095,0.010763227937410722,89.77362936028972
22708,WRAP DOLLY GIRL,5275,2119.5,157,69,13,0.42,2010-06-02 11:11:00,2011-12-02 10:22:00,33.59872611464968,0.01075551461718514,89.7843848749069
22948,METAL DECORATION NAUGHTY CHILDREN,2124,2118.9,176,55,7,0.85,2010-09-16 09:54:00,2011-12-02 10:23:00,12.068181818181818,0.010752469885517148,89.79513734479242
23403,LETTER HOLDER HOME SWEET HOME,609,2118.14,127,13,3,3.75,2011-09-05 12:00:00,2011-12-04 15:13:00,4.7952755905511815,0.010748613225404356,89.80588595801783
22074,6 RIBBONS SHIMMERING PINKS,1986,2116.8599999999997,269,85,8,1.65,2009-12-09 09:51:00,2011-12-02 16:39:00,7.382899628252788,0.01074211779784597,89.81662807581567
16237,SLEEPING CAT ERASERS,9824,2114.06,555,101,7,0.21,2009-12-07 13:32:00,2011-12-04 13:15:00,17.7009009009009,0.010727909050062004,89.82735598486573
23161,REGENCY CAKE FORK,1702,2113.32,95,28,7,1.25,2011-05-03 10:43:00,2011-12-01 16:22:00,17.91578947368421,0.010724153881004814,89.83808013874673
85099b,JUMBO BAG RED RETROSPOT,419,2111.64,25,10,1,5.06,2010-06-04 14:55:00,2010-10-15 11:40:00,16.76,0.010715628632334433,89.84879576737907
23031,DRAWER KNOB CRACKLE GLAZE PINK,1255,2111.0699999999997,150,25,9,1.65,2011-06-14 13:51:00,2011-12-04 15:00:00,8.366666666666667,0.010712736137249837,89.85950850351632
85114A,BLACK ENCHANTED FOREST PLACEMAT,1270,2110.9,103,55,3,1.65,2010-06-21 12:56:00,2011-12-01 19:42:00,12.330097087378642,0.010711873463277241,89.8702203769796
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1445,2103.97,135,66,7,1.25,2009-12-11 14:20:00,2011-12-04 15:28:00,10.703703703703704,0.010676706812511922,89.88089708379212
21482,MUSHROOM BLUE HOT WATER BOTTLE,683,2103.8900000000003,163,33,9,2.95,2009-12-07 11:39:00,2010-10-17 16:17:00,4.190184049079755,0.010676300848289525,89.89157338464041
21195,PINK  HONEYCOMB PAPER BALL,989,2101.46,148,57,7,2.1,2009-12-07 17:56:00,2011-05-17 16:09:00,6.6824324324324325,0.010663969685034152,89.90223735432545
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1606,2101.37,256,76,2,1.65,2009-12-07 10:33:00,2011-12-02 16:39:00,6.2734375,0.010663512975283953,89.91290086730073
21774,DECORATIVE CATS BATHROOM BOTTLE,1698,2101.13,359,98,8,2.46,2009-12-07 17:56:00,2011-12-02 16:39:00,4.729805013927576,0.010662295082616756,89.92356316238335
85216,ASSORTED CAKES FRIDGE MAGNETS,2776,2099.6400000000003,181,55,11,0.65,2009-12-07 15:42:00,2011-11-18 12:48:00,15.337016574585636,0.010654733998974575,89.93421789638232
23046,PAPER LANTERN 9 POINT DELUXE STAR,347,2098.19,35,20,3,6.65,2011-05-08 11:41:00,2011-12-04 13:15:00,9.914285714285715,0.01064737589744359,89.94486527227977
23005,TRAVEL CARD WALLET I LOVE LONDON,4676,2098.1,231,27,3,0.42,2011-02-17 13:47:00,2011-12-04 14:09:00,20.242424242424242,0.010646919187693392,89.95551219146746
23233,WRAP POPPIES  DESIGN,5150,2095.0,157,46,6,0.42,2011-01-16 13:18:00,2011-11-24 18:13:00,32.802547770700635,0.010631188074075428,89.96614337954153
85103,SILVER T-LIGHT SETTING,308,2092.68,82,46,2,6.75,2009-12-08 12:12:00,2011-07-19 12:38:00,3.7560975609756095,0.010619415111625853,89.97676279465315
21421,PORCELAIN ROSE LARGE,1750,2091.98,102,47,4,1.25,2009-12-07 11:46:00,2011-05-24 14:00:00,17.15686274509804,0.010615862924679862,89.98737865757784
84676,BATH DUCK WATERING CAN,844,2090.6600000000003,108,29,6,2.95,2009-12-07 13:57:00,2010-08-18 11:16:00,7.814814814814815,0.01060916451501028,89.99798782209285
22163,HEART STRING MEMO HOLDER HANGING,1199,2090.6,185,63,6,2.95,2009-12-08 15:49:00,2011-12-02 16:39:00,6.481081081081081,0.01060886004184348,90.0085966821347
22913,RED COAT RACK PARIS FASHION,448,2086.27,120,45,12,4.95,2010-11-19 10:58:00,2011-12-01 09:20:00,3.7333333333333334,0.01058688722830613,90.019183569363
22859,EASTER TIN BUNNY BOUQUET,1250,2085.75,165,32,13,1.65,2010-10-05 09:43:00,2011-11-15 16:34:00,7.575757575757576,0.010584248460860536,90.02976781782385
40018F,CHERRY DESIGN PAPERLANTERNS,1082,2080.83,116,35,7,1.95,2009-12-14 17:57:00,2010-09-05 10:54:00,9.327586206896552,0.010559281661182994,90.04032709948504
23152,IVORY SWEETHEART WIRE LETTER RACK,554,2080.65,159,33,4,3.75,2011-04-20 11:19:00,2011-12-04 12:52:00,3.4842767295597485,0.010558368241682596,90.05088546772673
21643,ASSORTED TUTTI FRUTTI MIRROR,1488,2074.81,198,76,5,1.25,2009-12-07 17:56:00,2011-11-15 14:32:00,7.515151515151516,0.010528732853447464,90.06141420058017
21905,MORE BUTTER METAL SIGN,1538,2074.63,257,87,5,1.66,2009-12-07 13:45:00,2011-11-29 15:39:00,5.98443579766537,0.010527819433947067,90.07194202001412
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,284,2072.9500000000003,111,46,4,8.47,2009-12-07 17:56:00,2011-12-02 14:26:00,2.5585585585585586,0.010519294185276688,90.08246131419939
72799F,IVORY PILLAR CANDLE GOLD FLOCK,1121,2067.85,100,48,5,2.95,2009-12-07 15:28:00,2011-11-25 12:20:00,11.21,0.010493413966098746,90.0929547281655
22279,POCKET BAG BLUE PAISLEY RED SPOT,1423,2065.4500000000003,206,76,9,1.25,2009-12-10 12:03:00,2011-12-02 16:39:00,6.907766990291262,0.010481235039426776,90.10343596320492
20764,ABSTRACT CIRCLES SKETCHBOOK,668,2059.56,186,77,6,3.75,2009-12-07 18:02:00,2011-12-02 16:07:00,3.5913978494623655,0.010451345923552643,90.11388730912847
21070,VINTAGE BILLBOARD MUG,2020,2058.59,223,91,6,1.25,2009-12-07 18:02:00,2011-11-29 15:33:00,9.058295964125561,0.010446423607356054,90.12433373273583
21359,RELAX LARGE WOOD LETTERS,204,2052.68,70,47,3,15.95,2009-12-10 13:34:00,2011-08-11 14:54:00,2.914285714285714,0.010416433000426323,90.13475016573626
85114C,RED ENCHANTED FOREST PLACEMAT,1089,2050.62,149,64,6,1.65,2009-12-07 13:59:00,2011-12-02 10:52:00,7.308724832214765,0.010405979421699548,90.14515614515797
22182,CAKE STAND VICTORIAN FILIGREE SMALL,497,2046.85,166,67,5,4.21,2010-01-11 09:38:00,2011-12-04 15:28:00,2.9939759036144578,0.010386848357718992,90.1555429935157
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,945,2045.8400000000001,130,63,6,2.1,2009-12-07 17:56:00,2011-11-29 12:34:00,7.269230769230769,0.010381723059411204,90.1659247165751
23227,FILIGREE HEART BUTTERFLY WHITE,1626,2045.22,112,28,3,1.25,2011-05-26 12:00:00,2011-12-02 14:25:00,14.517857142857142,0.010378576836687612,90.17630329341179
23445,ICE CREAM BUBBLES,2528,2045.0399999999997,96,15,9,0.83,2011-08-24 11:31:00,2011-12-01 12:01:00,26.333333333333332,0.010377663417187212,90.18668095682898
22996,TRAVEL CARD WALLET VINTAGE TICKET,4710,2044.82,397,42,4,0.42,2011-02-17 12:51:00,2011-12-04 14:09:00,11.8639798488665,0.010376547015575615,90.19705750384456
22400,MAGNETS PACK OF 4 HOME SWEET HOME,2441,2043.98,229,70,10,1.25,2010-03-30 12:27:00,2011-12-04 14:55:00,10.65938864628821,0.010372284391240426,90.2074297882358
21058,PARTY INVITES WOODLAND,2387,2043.83,270,92,14,0.85,2009-12-08 09:19:00,2011-12-04 14:15:00,8.84074074074074,0.010371523208323428,90.21780131144412
22023,EMPIRE BIRTHDAY CARD,4899,2043.62,420,98,7,0.42,2009-12-07 18:02:00,2011-11-30 15:13:00,11.664285714285715,0.01037045755223963,90.22817176899636
22935,BAKING MOULD ROSE MILK CHOCOLATE,684,2040.56,62,34,5,3.25,2010-12-08 10:46:00,2011-11-29 16:47:00,11.03225806451613,0.010354929420732866,90.23852669841709
84670,JAPANESE CROCHETED ANIMAL,4989,2039.22,171,45,7,0.42,2009-12-07 11:35:00,2010-11-22 11:39:00,29.17543859649123,0.010348129520007682,90.2488748279371
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1413,2038.56,124,69,5,1.65,2009-12-08 13:04:00,2011-11-27 13:26:00,11.39516129032258,0.010344780315172889,90.25921960825228
22903,CALENDAR FAMILY FAVOURITES,738,2036.74,78,37,5,2.95,2010-09-26 10:53:00,2011-12-02 16:39:00,9.461538461538462,0.01033554462911331,90.2695551528814
23291,DOLLY GIRL CHILDRENS CUP,1618,2035.4,187,25,15,1.25,2011-06-13 16:33:00,2011-12-02 16:39:00,8.6524064171123,0.010328744728388127,90.27988389760978
22832,BROCANTE SHELF WITH HOOKS,185,2033.15,85,40,8,10.75,2010-11-09 15:45:00,2011-11-29 14:58:00,2.176470588235294,0.010317326984633153,90.29020122459441
84459A,PINK METAL CHICKEN HEART,1260,2031.3999999999999,199,69,6,1.49,2009-12-07 18:02:00,2011-10-30 16:17:00,6.331658291457287,0.010308446517268173,90.30050967111168
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,2359,2030.33,149,74,8,0.85,2009-12-07 17:56:00,2011-11-28 14:37:00,15.832214765100671,0.010303016745793587,90.31081268785748
22785,SQUARECUSHION COVER PINK UNION FLAG,290,2023.85,114,37,5,6.75,2010-10-17 10:42:00,2011-12-01 13:28:00,2.543859649122807,0.010270133643779262,90.32108282150126
23370,SET 36 COLOURING PENCILS DOILY,1462,2023.45,135,11,9,1.25,2011-09-22 12:02:00,2011-12-04 11:55:00,10.829629629629629,0.010268103822667267,90.33135092532393
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,1447,2018.1399999999999,89,20,11,1.45,2011-06-12 11:47:00,2011-11-20 11:09:00,16.258426966292134,0.01024115794740553,90.34159208327134
23213,STAR WREATH DECORATION WITH BELL,1602,2017.85,142,23,8,1.25,2011-06-02 09:04:00,2011-12-04 13:15:00,11.28169014084507,0.010239686327099333,90.35183176959843
84509G,SET OF 4 FAIRY CAKE PLACEMATS,783,2016.7,154,70,8,3.75,2009-12-16 10:39:00,2011-12-04 15:19:00,5.084415584415584,0.010233850591402346,90.36206562018984
85016,SET OF 6 VINTAGE NOTELETS KIT,1672,2015.34,163,65,10,2.51,2009-12-07 17:56:00,2011-05-31 10:45:00,10.257668711656441,0.010226949199621561,90.37229256938946
85049H,URBAN BLACK RIBBONS,2014,2014.78,321,88,11,1.25,2009-12-07 18:02:00,2011-12-02 16:39:00,6.274143302180685,0.010224107450064768,90.38251667683953
21620,SET OF 4 ROSE BOTANICAL CANDLES,973,2014.29,200,65,5,2.46,2009-12-09 14:48:00,2011-12-04 14:15:00,4.865,0.010221620919202574,90.39273829775873
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,694,2013.9,140,44,5,2.95,2009-12-07 15:26:00,2010-10-27 12:55:00,4.957142857142857,0.010219641843618378,90.40295793960235
21398,RED POLKADOT COFFEE  MUG,2175,2013.5,122,53,7,2.1,2009-12-09 09:51:00,2011-04-19 16:52:00,17.827868852459016,0.010217612022506383,90.41317555162485
22520,CHILDS GARDEN TROWEL BLUE,2294,2011.28,369,57,9,0.85,2010-03-25 14:12:00,2011-05-17 11:02:00,6.2168021680216805,0.01020634651533481,90.42338189814018
22336,DOVE DECORATION PAINTED ZINC,4281,2010.3200000000002,201,60,10,0.65,2009-12-07 16:38:00,2011-10-14 14:54:00,21.29850746268657,0.010201474944666023,90.43358337308484
22261,FELT EGG COSY WHITE RABBIT,2094,2006.21,235,64,8,0.85,2009-12-07 18:02:00,2011-11-29 16:47:00,8.91063829787234,0.01018061853274027,90.44376399161759
23315,IVORY REFECTORY CLOCK,207,2004.51,83,24,6,9.95,2011-06-23 18:44:00,2011-12-02 13:21:00,2.4939759036144578,0.01017199179301429,90.4539359834106
23251,VINTAGE RED ENAMEL TRIM MUG,1613,2002.16,117,25,6,1.25,2011-06-14 10:00:00,2011-12-04 12:31:00,13.786324786324787,0.010160066593981316,90.46409605000458
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,208,2000.65,76,44,4,9.95,2009-12-11 13:31:00,2011-10-20 15:57:00,2.736842105263158,0.010152404019283533,90.47424845402386
21865,PINK UNION JACK  PASSPORT COVER,861,1998.94,284,91,3,2.1,2009-12-07 14:58:00,2011-12-02 16:39:00,3.0316901408450705,0.010143726534029755,90.48439218055789
21389,IVORY HANGING DECORATION  BIRD,2287,1997.8899999999999,260,83,5,0.85,2009-12-08 15:12:00,2011-12-04 13:55:00,8.796153846153846,0.010138398253610766,90.4945305788115
22069,BROWN  PIRATE TREASURE CHEST,830,1997.87,244,87,5,3.36,2009-12-07 18:02:00,2011-12-01 16:22:00,3.401639344262295,0.010138296762555166,90.50466887557405
23289,DOLLY GIRL CHILDRENS BOWL,1614,1997.65,186,25,14,1.25,2011-06-13 16:33:00,2011-12-02 09:19:00,8.67741935483871,0.01013718036094357,90.514806055935
21397,BLUE  SPOTTY EGG CUP,2143,1995.8799999999999,178,57,5,1.25,2009-12-09 09:51:00,2011-05-09 16:30:00,12.039325842696629,0.01012819840252299,90.52493425433752
23501,KEY RING BASEBALL BOOT UNION JACK,1633,1995.4,98,9,4,1.25,2011-10-05 10:11:00,2011-12-02 14:26:00,16.663265306122447,0.010125762617188595,90.53506001695472
23486,ANTIQUE HEART SHELF UNIT,118,1993.1399999999999,68,7,4,16.65,2011-10-20 12:21:00,2011-12-04 10:30:00,1.7352941176470589,0.010114294127905822,90.54517431108262
21348,PINK SPOTS CHOCOLATE NESTING BOXES,829,1989.4,128,46,6,2.95,2009-12-08 12:05:00,2011-01-26 10:51:00,6.4765625,0.010095315300508665,90.55526962638312
22521,CHILDS GARDEN TROWEL PINK,2288,1987.9299999999998,370,54,10,0.85,2010-03-25 14:12:00,2011-05-05 15:47:00,6.183783783783784,0.010087855707922082,90.56535748209104
22719,GUMBALL MONOCHROME COAT RACK,1467,1987.83,235,51,5,2.46,2010-04-25 12:43:00,2011-05-10 15:03:00,6.242553191489361,0.010087348252644084,90.57544483034368
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,177,1983.54,102,34,1,11.02,2010-03-05 10:05:00,2011-07-26 13:57:00,1.7352941176470589,0.010065578421217934,90.5855104087649
23529,WALL ART DOLLY GIRL,630,1982.0300000000002,35,9,3,3.75,2011-10-03 12:48:00,2011-11-29 16:47:00,18.0,0.010057915846520153,90.59556832461142
22308,TEA COSY BLUE STRIPE,651,1981.34,197,86,8,4.96,2009-12-07 17:56:00,2011-12-02 16:39:00,3.3045685279187818,0.01005441440510196,90.60562273901652
22338,STAR DECORATION PAINTED ZINC,5637,1981.2200000000003,242,49,12,0.63,2009-12-07 18:02:00,2011-12-04 13:32:00,23.293388429752067,0.010053805458768364,90.61567654447529
21077,SET/20 WOODLAND PAPER NAPKINS,2675,1979.6599999999999,185,38,10,0.85,2009-12-07 13:48:00,2010-09-09 17:46:00,14.45945945945946,0.01004588915643158,90.62572243363172
22559,SEASIDE FLYING DISC,1580,1979.49,200,71,8,1.25,2010-03-25 14:22:00,2011-11-25 16:14:00,7.9,0.010045026482458983,90.63576746011418
22799,SWEETHEART WIRE FRUIT BOWL,238,1976.59,105,44,6,8.5,2010-10-18 09:36:00,2011-12-04 15:28:00,2.2666666666666666,0.010030310279397017,90.64579777039357
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,684,1975.2000000000003,107,32,4,2.95,2009-12-07 15:26:00,2010-09-29 14:43:00,6.392523364485982,0.010023256651032835,90.65582102704461
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,868,1960.0800000000002,69,37,7,2.55,2010-12-08 10:40:00,2011-11-16 11:46:00,12.579710144927537,0.009946529412999412,90.66576755645761
22405,MONEY BOX POCKET MONEY DESIGN,1546,1955.94,209,70,14,1.25,2010-03-26 13:46:00,2011-12-02 16:39:00,7.3971291866028706,0.009925520764490258,90.6756930772221
21082,SET/20 FRUIT SALAD PAPER NAPKINS,7171,1950.25,162,64,6,0.85,2009-12-10 13:59:00,2011-06-28 15:44:00,44.26543209876543,0.009896646559172126,90.68558972378128
21504,SKULLS GREETING CARD,4780,1948.72,320,89,5,0.42,2009-12-07 13:48:00,2011-11-28 15:31:00,14.9375,0.009888882493418743,90.69547860627469
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2113,1946.55,194,78,5,0.85,2009-12-07 11:35:00,2011-12-02 16:14:00,10.891752577319588,0.00987787071388617,90.70535647698857
21657,MILK BOTTLE WITH GLASS STOPPER,255,1945.69,116,53,4,6.95,2009-12-08 13:04:00,2011-02-20 13:18:00,2.1982758620689653,0.009873506598495379,90.71522998358707
23068,ALUMINIUM STAMPED HEART,800,1944.5200000000002,134,33,6,2.49,2011-04-18 14:01:00,2011-12-04 12:52:00,5.970149253731344,0.009867569371742794,90.72509755295881
22211,WOOD STAMP SET FLOWERS,1482,1938.7599999999998,274,85,7,1.63,2009-12-08 15:49:00,2011-11-30 15:13:00,5.408759124087592,0.009838339947730059,90.73493589290655
17084R,ASSORTED INCENSE PACK,10481,1938.21,64,45,3,0.21,2009-12-08 12:54:00,2011-11-06 14:08:00,163.765625,0.009835548943701066,90.74477144185025
22695,WICKER WREATH SMALL,1278,1938.02,205,51,4,1.45,2010-07-29 19:56:00,2011-12-04 14:55:00,6.234146341463415,0.00983458477867287,90.75460602662892
22201,FRYING PAN BLUE POLKADOT,471,1937.8600000000001,157,70,9,4.25,2009-12-08 13:41:00,2011-12-04 15:19:00,3.0,0.009833772850228071,90.76443979947915
21695,SMALL SILVER FLOWER CANDLE POT,625,1934.5900000000001,100,59,3,2.95,2009-12-14 10:27:00,2011-11-30 09:53:00,6.25,0.009817179062637509,90.77425697854179
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,569,1934.59,180,82,7,3.25,2009-12-09 09:42:00,2011-12-01 12:53:00,3.161111111111111,0.009817179062637509,90.78407415760442
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,2813,1931.19,158,37,11,0.65,2009-12-09 09:42:00,2010-09-09 15:44:00,17.803797468354432,0.00979992558318555,90.7938740831876
23145,ZINC T-LIGHT HOLDER STAR LARGE,2034,1929.7199999999998,164,33,10,0.95,2011-04-21 10:52:00,2011-12-04 10:53:00,12.402439024390244,0.009792465990598964,90.8036665491782
23500,KEY RING BASEBALL BOOT ASSORTED,1541,1928.45,87,9,6,1.25,2011-10-04 13:58:00,2011-12-04 15:00:00,17.71264367816092,0.009786021308568382,90.81345257048677
22098,BOUDOIR SQUARE TISSUE BOX,2847,1928.38,304,90,11,1.25,2009-12-07 15:42:00,2011-12-04 12:44:00,9.365131578947368,0.009785666089873782,90.82323823657664
20984,12 PENCILS TALL TUBE POSY,5853,1928.2099999999998,242,72,14,0.29,2009-12-07 11:39:00,2011-10-17 12:50:00,24.18595041322314,0.009784803415901183,90.83302303999254
21630,FLOOR CUSHION ELEPHANT CARNIVAL,158,1927.45,92,57,5,13.62,2009-12-07 17:56:00,2011-11-27 12:01:00,1.7173913043478262,0.009780946755788392,90.84280398674832
23228,FILIGREE HEART BIRD WHITE,1478,1926.77,119,27,4,1.25,2011-05-26 10:25:00,2011-12-02 16:39:00,12.420168067226891,0.009777496059898002,90.85258148280822
22262,FELT EGG COSY CHICKEN,2011,1925.9299999999998,300,82,8,0.85,2009-12-07 18:02:00,2011-12-01 16:22:00,6.703333333333333,0.009773233435562809,90.86235471624379
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,1140,1925.8799999999997,112,23,6,1.65,2011-06-05 14:06:00,2011-12-02 16:39:00,10.178571428571429,0.00977297970792381,90.8721276959517
22931,BAKING MOULD HEART WHITE CHOCOLATE,798,1925.05,126,40,11,2.55,2010-12-08 10:40:00,2011-11-29 16:47:00,6.333333333333333,0.00976876782911642,90.88189646378082
23094,LE GRAND TRAY CHIC SET,152,1924.92,79,29,8,12.5,2011-05-11 09:55:00,2011-11-28 15:31:00,1.9240506329113924,0.009768108137255023,90.89166457191807
22204,MILK PAN BLUE POLKADOT,509,1921.79,162,70,11,3.75,2009-12-14 17:57:00,2011-12-04 15:19:00,3.1419753086419755,0.009752224787053659,90.90141679670512
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,152,1921.24,94,55,5,11.02,2009-12-13 13:31:00,2011-12-02 11:12:00,1.6170212765957446,0.009749433783024666,90.91116623048815
21043,APRON MODERN VINTAGE COTTON,677,1921.03,141,49,4,4.13,2009-12-07 15:42:00,2011-06-07 17:09:00,4.801418439716312,0.009748368126940868,90.92091459861508
22614,PACK OF 12 SPACEBOY TISSUES,5649,1917.6699999999998,358,77,13,0.29,2010-05-06 11:50:00,2011-12-01 16:22:00,15.779329608938548,0.009731317629600106,90.93064591624469
20703,BLUE PADDED SOFT MOBILE,453,1916.97,165,48,15,4.25,2009-12-07 08:53:00,2011-04-14 11:45:00,2.7454545454545456,0.009727765442654116,90.94037368168733
23490,T-LIGHT HOLDER HANGING LOVE BIRD,512,1916.56,95,8,3,3.75,2011-10-14 12:33:00,2011-12-04 13:15:00,5.389473684210526,0.00972568487601432,90.95009936656335
22599,CHRISTMAS MUSICAL ZINC STAR,3007,1913.3799999999999,177,34,7,0.83,2010-07-25 12:16:00,2011-12-04 13:59:00,16.98870056497175,0.009709547798173958,90.95980891436153
21538,DAIRY MAID  PUDDING BOWL,1305,1913.26,49,26,1,3.75,2009-12-07 12:42:00,2010-12-09 13:34:00,26.632653061224488,0.009708938851840359,90.96951785321338
22928,YELLOW GIANT GARDEN THERMOMETER,283,1911.92,111,41,5,5.95,2010-11-22 14:39:00,2011-12-02 16:39:00,2.5495495495495497,0.009702138951115175,90.97921999216449
84990,60 GOLD AND SILVER FAIRY CAKE CASES,3974,1909.99,181,44,2,0.55,2009-12-07 15:55:00,2011-05-08 13:07:00,21.955801104972377,0.009692345064249798,90.98891233722874
22496,SET OF 2 ROUND TINS DUTCH CHEESE,620,1908.4,184,79,13,2.95,2010-01-29 13:46:00,2011-11-30 14:00:00,3.369565217391304,0.009684276525329617,90.99859661375407
85162B,BLACK RETRODISC LAMPSHADE,977,1905.15,13,11,2,1.95,2009-12-07 16:28:00,2010-06-08 12:55:00,75.15384615384616,0.009667784228794654,91.00826439798287
22522,CHILDS GARDEN FORK BLUE,2238,1904.9599999999998,333,72,10,0.85,2010-03-25 14:12:00,2011-11-24 13:06:00,6.7207207207207205,0.009666820063766455,91.01793121804664
21619,4 VANILLA BOTANICAL CANDLES,1054,1901.65,197,56,7,2.46,2009-12-08 16:20:00,2011-12-04 14:55:00,5.350253807106599,0.009650023294064695,91.02758124134071
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,2215,1899.79,134,36,12,0.83,2011-03-25 11:01:00,2011-11-30 15:13:00,16.529850746268657,0.009640584625893917,91.03722182596661
21629,SQUARE FLOOR CUSHION VINTAGE RED,170,1897.19,100,60,1,15.79,2009-12-07 17:56:00,2011-12-01 19:42:00,1.7,0.009627390788665948,91.04684921675528
